"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"71315","SD",46,20210109,"stable",0.083,0.014,-3.161,-1.574,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.574,19.574,22.574
"71316","SD",46,20210110,"stable",0.042,-0.486,-3.671,-2.079,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.079,20.079,23.079
"71317","SD",46,20210111,"stable",0.002,2.983,-6.213,-1.615,0.817,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.615,19.615,22.615
"71318","SD",46,20210112,"stable",0,6.444,-5.483,0.48,2.26,0.487,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,14.52,17.52,20.52
"71319","SD",46,20210113,"stable",0.014,9.415,-3.702,2.857,3.803,1.279,0.438,0.122,0.005,0,0,0,0,0,0,0,0,0,0,0,12.143,15.143,18.143
"71320","SD",46,20210114,"stable",1.683,10.232,-1.075,4.579,4.763,1.652,0.572,0.172,0.018,0,0,0,0,0,0,0,0,0,0,0,10.421,13.421,16.421
"71321","SD",46,20210115,"stable",0.557,2.583,-3.915,-0.666,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.666,18.666,21.666
"71322","SD",46,20210116,"stable",0.151,-0.427,-7.472,-3.95,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,21.95,24.95
"71323","SD",46,20210117,"stable",0.035,3.087,-6.777,-1.845,0.998,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.845,19.845,22.845
"71324","SD",46,20210118,"stable",0.761,3.166,-6.44,-1.637,0.916,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.637,19.637,22.637
"71325","SD",46,20210119,"stable",0.647,0.545,-7.357,-3.406,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.406,21.406,24.406
"71326","SD",46,20210120,"stable",0.002,0.403,-9.171,-4.384,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.384,22.384,25.384
"71327","SD",46,20210121,"stable",0.007,7.285,-5.508,0.889,2.537,0.506,0.065,0.003,0,0,0,0,0,0,0,0,0,0,0,0,14.111,17.111,20.111
"71328","SD",46,20210122,"stable",0.152,1.391,-10.501,-4.555,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.555,22.555,25.555
"71329","SD",46,20210123,"stable",0.332,-1.545,-10.982,-6.264,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.264,24.264,27.264
"71330","SD",46,20210124,"stable",1.664,-2.193,-12.715,-7.454,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.454,25.454,28.454
"71331","SD",46,20210125,"stable",0.007,-4.081,-13.789,-8.935,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.935,26.935,29.935
"71332","SD",46,20210126,"stable",0.561,-6.721,-13.024,-9.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.872,27.872,30.872
"71333","SD",46,20210127,"stable",0.067,-8.982,-14.879,-11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.93,29.93,32.93
"71334","SD",46,20210128,"stable",0.009,-5.233,-14.837,-10.035,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.035,28.035,31.035
"71335","SD",46,20210129,"stable",0.002,0.024,-11.747,-5.861,0.507,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.861,23.861,26.861
"71336","SD",46,20210130,"stable",0,-0.21,-7.034,-3.622,0.546,0.102,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,18.622,21.622,24.622
"71337","SD",46,20210131,"stable",0.007,-1.884,-6.36,-4.122,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.122,22.122,25.122
"71338","TN",47,20210101,"stable",14.395,13.353,4.191,8.772,8.772,4.147,2.078,1.099,0.472,0.055,0,0,0,0,0,0,0,0,0,0,6.283,9.228,12.228
"71339","TN",47,20210102,"stable",5.08,18.436,5.492,11.964,11.964,7.006,4.507,3.199,2.132,0.968,0.319,0.106,0.045,0,0,0,0,0,0,0,4.004,6.355,9.081
"71340","TN",47,20210103,"stable",0.859,11.686,2.492,7.089,7.091,2.898,1.411,0.798,0.371,0.047,0,0,0,0,0,0,0,0,0,0,7.958,10.911,13.911
"71341","TN",47,20210104,"stable",0.066,8.133,-1.924,3.105,3.528,0.861,0.146,0.021,0,0,0,0,0,0,0,0,0,0,0,0,11.895,14.895,17.895
"71342","TN",47,20210105,"stable",0.13,11.597,-1.224,5.186,5.455,2.181,0.897,0.336,0.049,0,0,0,0,0,0,0,0,0,0,0,9.814,12.814,15.814
"71343","TN",47,20210106,"stable",0.292,8.961,-2.575,3.193,3.771,1.098,0.276,0.035,0,0,0,0,0,0,0,0,0,0,0,0,11.807,14.807,17.807
"71344","TN",47,20210107,"stable",0.012,8.336,-2.359,2.988,3.55,0.979,0.229,0.039,0,0,0,0,0,0,0,0,0,0,0,0,12.012,15.012,18.012
"71345","TN",47,20210108,"stable",5.496,4.96,-0.229,2.366,2.523,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.634,15.634,18.634
"71346","TN",47,20210109,"stable",0.714,2.598,-0.419,1.089,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.911,16.911,19.911
"71347","TN",47,20210110,"stable",0.009,0.847,-1.746,-0.45,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,18.45,21.45
"71348","TN",47,20210111,"stable",0.373,3.644,-2.491,0.576,1.31,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.424,17.424,20.424
"71349","TN",47,20210112,"stable",2.062,1.249,-3.312,-1.031,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.031,19.031,22.031
"71350","TN",47,20210113,"stable",0.004,5.431,-5.857,-0.213,1.717,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.213,18.213,21.213
"71351","TN",47,20210114,"stable",0.004,8.537,-5.122,1.708,3.154,0.891,0.203,0.022,0,0,0,0,0,0,0,0,0,0,0,0,13.292,16.292,19.292
"71352","TN",47,20210115,"stable",0.887,12.424,-1.545,5.44,5.744,2.514,1.185,0.581,0.203,0.002,0,0,0,0,0,0,0,0,0,0,9.562,12.56,15.56
"71353","TN",47,20210116,"stable",0.764,8.409,-0.616,3.896,4.02,0.962,0.101,0.001,0,0,0,0,0,0,0,0,0,0,0,0,11.104,14.104,17.104
"71354","TN",47,20210117,"stable",0.259,3.976,-0.068,1.954,2.091,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.046,16.046,19.046
"71355","TN",47,20210118,"stable",0.129,7.961,-0.668,3.647,3.792,0.872,0.153,0.008,0,0,0,0,0,0,0,0,0,0,0,0,11.353,14.353,17.353
"71356","TN",47,20210119,"stable",0.001,9.587,-1.498,4.044,4.364,1.514,0.552,0.182,0.026,0,0,0,0,0,0,0,0,0,0,0,10.956,13.956,16.956
"71357","TN",47,20210120,"stable",0.003,12.247,-0.935,5.656,5.808,2.465,1.117,0.491,0.128,0,0,0,0,0,0,0,0,0,0,0,9.344,12.344,15.344
"71358","TN",47,20210121,"stable",7.427,8.553,-1.647,3.453,3.78,0.953,0.111,0.003,0,0,0,0,0,0,0,0,0,0,0,0,11.547,14.547,17.547
"71359","TN",47,20210122,"stable",1.106,7.715,0.357,4.036,4.074,0.833,0.128,0.009,0,0,0,0,0,0,0,0,0,0,0,0,10.964,13.964,16.964
"71360","TN",47,20210123,"stable",0.001,9.727,-3.359,3.184,3.959,1.283,0.316,0.042,0.001,0,0,0,0,0,0,0,0,0,0,0,11.816,14.816,17.816
"71361","TN",47,20210124,"stable",0.119,8.755,-3.457,2.649,3.503,0.989,0.214,0.024,0,0,0,0,0,0,0,0,0,0,0,0,12.351,15.351,18.351
"71362","TN",47,20210125,"stable",12.165,11.14,3.293,7.216,7.269,2.866,1.094,0.456,0.125,0.004,0,0,0,0,0,0,0,0,0,0,7.788,10.784,13.784
"71363","TN",47,20210126,"stable",20.301,17.513,6.449,11.981,11.981,7.01,4.371,2.981,1.887,0.754,0.175,0.033,0.01,0,0,0,0,0,0,0,3.772,6.194,9.028
"71364","TN",47,20210127,"stable",0.037,16.924,3.209,10.067,10.067,5.464,3.394,2.29,1.386,0.44,0.026,0,0,0,0,0,0,0,0,0,5.373,7.959,10.933
"71365","TN",47,20210128,"stable",1.261,8.742,-1.522,3.61,3.923,1.299,0.592,0.312,0.125,0.003,0,0,0,0,0,0,0,0,0,0,11.394,14.39,17.39
"71366","TN",47,20210129,"stable",0.001,3.214,-5.628,-1.207,0.982,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.207,19.207,22.207
"71367","TN",47,20210130,"stable",0.041,7.656,-5.329,1.163,2.796,0.719,0.163,0.029,0,0,0,0,0,0,0,0,0,0,0,0,13.837,16.837,19.837
"71368","TN",47,20210131,"stable",10.511,9.808,1.561,5.685,6.019,2.369,1.016,0.455,0.134,0.001,0,0,0,0,0,0,0,0,0,0,9.316,12.315,15.315
"71369","TX",48,20210101,"stable",16.984,5.734,-1.186,2.274,3.146,0.9,0.411,0.243,0.139,0.051,0.011,0.001,0,0,0,0,0,0,0,0,12.778,15.737,18.726
"71370","TX",48,20210102,"stable",0.048,8.446,-1.187,3.63,4.256,1.237,0.487,0.247,0.099,0.007,0,0,0,0,0,0,0,0,0,0,11.377,14.37,17.37
"71371","TX",48,20210103,"stable",0.002,13.52,-1.152,6.184,6.636,3.105,1.631,0.906,0.416,0.082,0.006,0,0,0,0,0,0,0,0,0,8.898,11.822,14.816
"71372","TX",48,20210104,"stable",0,17.872,0.9,9.386,9.481,5.383,3.536,2.512,1.65,0.71,0.205,0.063,0.031,0,0,0,0,0,0,0,6.324,8.819,11.645
"71373","TX",48,20210105,"stable",0.003,19.635,1.791,10.713,10.765,6.569,4.558,3.425,2.456,1.327,0.617,0.335,0.233,0.026,0,0,0,0,0,0,5.614,7.904,10.521
"71374","TX",48,20210106,"stable",0.111,19.231,2.995,11.113,11.146,6.856,4.755,3.537,2.471,1.186,0.39,0.164,0.109,0.013,0,0,0,0,0,0,5.073,7.277,9.996
"71375","TX",48,20210107,"stable",6.38,15.589,2.213,8.901,9.197,5.097,3.083,2.082,1.347,0.68,0.307,0.149,0.092,0.002,0,0,0,0,0,0,6.779,9.406,12.192
"71376","TX",48,20210108,"stable",0.003,13.634,-0.073,6.781,7.19,3.391,1.838,1.141,0.656,0.23,0.057,0.015,0.006,0,0,0,0,0,0,0,8.45,11.277,14.225
"71377","TX",48,20210109,"stable",0,9.923,-2.107,3.908,4.609,1.752,0.824,0.454,0.225,0.049,0.005,0,0,0,0,0,0,0,0,0,11.142,14.098,17.092
"71378","TX",48,20210110,"stable",3.607,8.115,-1.584,3.266,3.906,1.288,0.452,0.175,0.052,0.007,0,0,0,0,0,0,0,0,0,0,11.741,14.734,17.734
"71379","TX",48,20210111,"stable",8.751,3.519,-1.156,1.182,1.911,0.295,0.104,0.055,0.026,0.005,0,0,0,0,0,0,0,0,0,0,13.823,16.818,19.818
"71380","TX",48,20210112,"stable",0.007,5.867,-3.603,1.132,2.333,0.399,0.069,0.008,0,0,0,0,0,0,0,0,0,0,0,0,13.868,16.868,19.868
"71381","TX",48,20210113,"stable",0.013,9.96,-3.867,3.047,4.034,1.368,0.409,0.088,0.005,0,0,0,0,0,0,0,0,0,0,0,11.953,14.953,17.953
"71382","TX",48,20210114,"stable",0.001,16.762,-1.687,7.538,7.858,4.351,2.737,1.841,1.097,0.31,0.019,0,0,0,0,0,0,0,0,0,7.773,10.482,13.462
"71383","TX",48,20210115,"stable",0,16.988,0.236,8.612,8.814,4.939,3.234,2.328,1.592,0.786,0.343,0.183,0.128,0.018,0,0,0,0,0,0,7.174,9.731,12.516
"71384","TX",48,20210116,"stable",0,12.767,-1.38,5.694,6.119,2.767,1.401,0.762,0.353,0.071,0.001,0,0,0,0,0,0,0,0,0,9.377,12.307,15.306
"71385","TX",48,20210117,"stable",0,16.042,-1.628,7.207,7.552,4.079,2.513,1.666,1.001,0.366,0.074,0.012,0.002,0,0,0,0,0,0,0,8.159,10.867,13.795
"71386","TX",48,20210118,"stable",0,16.63,0.132,8.381,8.585,4.792,3.053,2.116,1.368,0.591,0.171,0.05,0.021,0,0,0,0,0,0,0,7.21,9.79,12.64
"71387","TX",48,20210119,"stable",0.691,20.629,2.511,11.57,11.618,7.308,5.211,4.017,2.993,1.754,0.841,0.426,0.278,0.024,0,0,0,0,0,0,5.184,7.271,9.708
"71388","TX",48,20210120,"stable",3.211,13.705,5.62,9.662,9.743,5.315,3.352,2.394,1.679,0.935,0.431,0.202,0.118,0,0,0,0,0,0,0,6.272,8.768,11.455
"71389","TX",48,20210121,"stable",1.913,12.347,5.793,9.07,9.08,4.401,2.276,1.322,0.715,0.226,0.033,0.003,0,0,0,0,0,0,0,0,6.156,8.963,11.93
"71390","TX",48,20210122,"stable",2.271,16.503,7.474,11.989,12.041,7.247,4.569,3.035,1.783,0.552,0.06,0.004,0,0,0,0,0,0,0,0,3.563,6.071,9.011
"71391","TX",48,20210123,"stable",0.196,16.29,6.931,11.611,11.706,7.098,4.763,3.509,2.515,1.39,0.661,0.361,0.256,0.023,0,0,0,0,0,0,4.78,7.05,9.645
"71392","TX",48,20210124,"stable",0.337,16.149,7.669,11.909,11.928,7.137,4.532,3.059,1.875,0.696,0.154,0.041,0.02,0,0,0,0,0,0,0,3.788,6.245,9.111
"71393","TX",48,20210125,"stable",3.355,19.075,9.386,14.231,14.271,9.69,7.239,5.733,4.351,2.555,1.181,0.581,0.38,0.043,0,0,0,0,0,0,3.325,4.95,7.15
"71394","TX",48,20210126,"stable",0.561,18.882,3.761,11.322,11.517,7.299,5.214,4.018,2.988,1.738,0.856,0.477,0.339,0.048,0.001,0,0,0,0,0,5.416,7.534,10.017
"71395","TX",48,20210127,"stable",0.042,17.025,2.68,9.853,10.315,6.47,4.6,3.547,2.643,1.572,0.827,0.484,0.352,0.066,0.001,0,0,0,0,0,6.72,8.975,11.499
"71396","TX",48,20210128,"stable",0,13.63,-0.683,6.474,6.982,3.532,2.088,1.391,0.864,0.359,0.105,0.032,0.015,0,0,0,0,0,0,0,8.886,11.631,14.542
"71397","TX",48,20210129,"stable",0,13.232,-0.081,6.576,6.84,3.201,1.663,0.93,0.444,0.091,0.013,0.002,0,0,0,0,0,0,0,0,8.515,11.438,14.424
"71398","TX",48,20210130,"stable",0.171,18.082,3.07,10.576,10.593,6.08,3.975,2.824,1.86,0.79,0.233,0.079,0.038,0,0,0,0,0,0,0,5.214,7.657,10.461
"71399","TX",48,20210131,"stable",0.221,21.839,5.885,13.862,13.878,9.156,6.678,5.228,3.948,2.35,1.195,0.669,0.479,0.092,0.009,0.003,0.001,0,0,0,3.488,5.333,7.616
"71400","UT",49,20210101,"stable",0.33,-0.636,-9.551,-5.093,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.093,23.093,26.093
"71401","UT",49,20210102,"stable",0.018,0.206,-11.029,-5.412,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.412,23.412,26.412
"71402","UT",49,20210103,"stable",0.035,1.672,-10.352,-4.34,0.522,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34,22.34,25.34
"71403","UT",49,20210104,"stable",0.457,2.324,-8.814,-3.245,0.796,0.057,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,18.245,21.245,24.245
"71404","UT",49,20210105,"stable",0.718,4.444,-8.218,-1.887,1.447,0.213,0.036,0.01,0,0,0,0,0,0,0,0,0,0,0,0,16.887,19.887,22.887
"71405","UT",49,20210106,"stable",0.502,3.777,-9.121,-2.672,1.12,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,17.672,20.672,23.672
"71406","UT",49,20210107,"stable",0.01,3.905,-9.847,-2.972,1.08,0.1,0.016,0.002,0,0,0,0,0,0,0,0,0,0,0,0,17.972,20.972,23.972
"71407","UT",49,20210108,"stable",0.002,3.893,-9.315,-2.711,1.106,0.112,0.019,0.004,0,0,0,0,0,0,0,0,0,0,0,0,17.711,20.711,23.711
"71408","UT",49,20210109,"stable",0.259,2.837,-9.674,-3.419,0.803,0.064,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,18.419,21.419,24.419
"71409","UT",49,20210110,"stable",0.245,1.101,-9.65,-4.274,0.382,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.274,22.274,25.274
"71410","UT",49,20210111,"stable",0.023,0.535,-12.252,-5.859,0.226,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.859,23.859,26.859
"71411","UT",49,20210112,"stable",0.009,0.99,-12.852,-5.931,0.296,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.931,23.931,26.931
"71412","UT",49,20210113,"stable",0.137,2.993,-11.017,-4.012,0.766,0.064,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,19.012,22.012,25.012
"71413","UT",49,20210114,"stable",0.068,7.469,-6.855,0.307,2.606,0.725,0.226,0.069,0.014,0,0,0,0,0,0,0,0,0,0,0,14.693,17.693,20.693
"71414","UT",49,20210115,"stable",0.02,4.636,-7.268,-1.316,1.497,0.207,0.033,0.006,0,0,0,0,0,0,0,0,0,0,0,0,16.316,19.316,22.316
"71415","UT",49,20210116,"stable",0.102,7.237,-6.993,0.122,2.473,0.647,0.176,0.056,0.016,0,0,0,0,0,0,0,0,0,0,0,14.878,17.878,20.878
"71416","UT",49,20210117,"stable",0.029,6.971,-5.757,0.607,2.456,0.581,0.14,0.038,0.007,0,0,0,0,0,0,0,0,0,0,0,14.393,17.393,20.393
"71417","UT",49,20210118,"stable",0.002,8.136,-5.877,1.13,2.902,0.82,0.221,0.056,0.009,0,0,0,0,0,0,0,0,0,0,0,13.87,16.87,19.87
"71418","UT",49,20210119,"stable",0.149,3.503,-6.808,-1.652,1.155,0.144,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,16.652,19.652,22.652
"71419","UT",49,20210120,"stable",0.08,2.237,-8.172,-2.967,0.624,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.967,20.967,23.967
"71420","UT",49,20210121,"stable",0.046,5.193,-7.93,-1.369,1.609,0.195,0.024,0.005,0,0,0,0,0,0,0,0,0,0,0,0,16.369,19.369,22.369
"71421","UT",49,20210122,"stable",0.108,6.04,-6.237,-0.099,2.057,0.389,0.065,0.012,0,0,0,0,0,0,0,0,0,0,0,0,15.099,18.099,21.099
"71422","UT",49,20210123,"stable",6.32,4.605,-3.757,0.424,1.711,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.576,17.576,20.576
"71423","UT",49,20210124,"stable",2.299,2.136,-6.581,-2.223,0.657,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.223,20.223,23.223
"71424","UT",49,20210125,"stable",0.984,0.668,-8.235,-3.783,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.783,21.783,24.783
"71425","UT",49,20210126,"stable",4.218,-0.536,-9.19,-4.863,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.863,22.863,25.863
"71426","UT",49,20210127,"stable",0.689,-1.744,-10.541,-6.142,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.142,24.142,27.142
"71427","UT",49,20210128,"stable",0.741,-0.684,-8.776,-4.73,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.73,22.73,25.73
"71428","UT",49,20210129,"stable",0.666,5.254,-3.863,0.696,2.153,0.338,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,14.304,17.304,20.304
"71429","UT",49,20210130,"stable",3.121,5.155,-4.932,0.111,1.85,0.241,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,14.889,17.889,20.889
"71430","UT",49,20210131,"stable",0.083,3.884,-8.393,-2.255,1.143,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.255,20.255,23.255
"71431","VA",51,20210101,"stable",1.991,13.516,3.075,8.296,8.305,3.768,1.897,1,0.389,0.017,0,0,0,0,0,0,0,0,0,0,6.721,9.704,12.704
"71432","VA",51,20210102,"stable",16.623,6.822,1.984,4.403,4.412,0.811,0.238,0.094,0.023,0,0,0,0,0,0,0,0,0,0,0,10.597,13.597,16.597
"71433","VA",51,20210103,"stable",8.757,14.832,4.228,9.53,9.53,4.763,2.615,1.541,0.737,0.096,0,0,0,0,0,0,0,0,0,0,5.566,8.47,11.47
"71434","VA",51,20210104,"stable",1.156,7.496,0.95,4.223,4.264,0.806,0.1,0.009,0,0,0,0,0,0,0,0,0,0,0,0,10.777,13.777,16.777
"71435","VA",51,20210105,"stable",0.172,6.571,-0.659,2.956,3.152,0.457,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,12.044,15.044,18.044
"71436","VA",51,20210106,"stable",0.314,7.013,-0.252,3.38,3.549,0.663,0.088,0.002,0,0,0,0,0,0,0,0,0,0,0,0,11.62,14.62,17.62
"71437","VA",51,20210107,"stable",0.017,6.167,-2.602,1.783,2.47,0.441,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,13.217,16.217,19.217
"71438","VA",51,20210108,"stable",0.679,6.179,-2.784,1.697,2.423,0.365,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,13.303,16.303,19.303
"71439","VA",51,20210109,"stable",1.352,4.146,-2.397,0.874,1.649,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.126,17.126,20.126
"71440","VA",51,20210110,"stable",0.017,5.865,-3.819,1.023,2.366,0.459,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,13.977,16.977,19.977
"71441","VA",51,20210111,"stable",0.033,8.602,-4.913,1.844,3.212,0.919,0.209,0.016,0,0,0,0,0,0,0,0,0,0,0,0,13.156,16.156,19.156
"71442","VA",51,20210112,"stable",0.49,5.232,-3.418,0.907,1.95,0.24,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,14.093,17.093,20.093
"71443","VA",51,20210113,"stable",0.003,9.123,-4.48,2.322,3.499,1.117,0.324,0.067,0.001,0,0,0,0,0,0,0,0,0,0,0,12.678,15.678,18.678
"71444","VA",51,20210114,"stable",0,10.739,-4.349,3.195,4.258,1.618,0.597,0.184,0.009,0,0,0,0,0,0,0,0,0,0,0,11.805,14.805,17.805
"71445","VA",51,20210115,"stable",0.049,11.341,-3.426,3.958,4.721,1.916,0.808,0.329,0.057,0,0,0,0,0,0,0,0,0,0,0,11.042,14.042,17.042
"71446","VA",51,20210116,"stable",4.31,8.655,-2.365,3.145,3.826,1.314,0.517,0.203,0.037,0,0,0,0,0,0,0,0,0,0,0,11.855,14.855,17.855
"71447","VA",51,20210117,"stable",1.109,4.144,-1.956,1.094,1.774,0.152,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,13.906,16.906,19.906
"71448","VA",51,20210118,"stable",0.252,6.559,-1.745,2.407,2.926,0.672,0.093,0.001,0,0,0,0,0,0,0,0,0,0,0,0,12.593,15.593,18.593
"71449","VA",51,20210119,"stable",0.023,5.273,-2.851,1.211,2.065,0.36,0.039,0.001,0,0,0,0,0,0,0,0,0,0,0,0,13.789,16.789,19.789
"71450","VA",51,20210120,"stable",0.01,10.442,-2.343,4.05,4.529,1.68,0.658,0.261,0.051,0,0,0,0,0,0,0,0,0,0,0,10.95,13.95,16.95
"71451","VA",51,20210121,"stable",0.277,7.362,-3.842,1.76,2.812,0.662,0.124,0.007,0,0,0,0,0,0,0,0,0,0,0,0,13.24,16.24,19.24
"71452","VA",51,20210122,"stable",0.17,10.061,-0.788,4.637,4.86,1.814,0.764,0.306,0.05,0,0,0,0,0,0,0,0,0,0,0,10.363,13.363,16.363
"71453","VA",51,20210123,"stable",0,10.523,-3.883,3.32,4.272,1.626,0.663,0.276,0.05,0,0,0,0,0,0,0,0,0,0,0,11.68,14.68,17.68
"71454","VA",51,20210124,"stable",0,4.058,-6.961,-1.452,1.166,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.452,19.452,22.452
"71455","VA",51,20210125,"stable",0.686,4.297,-5.528,-0.615,1.316,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.615,18.615,21.615
"71456","VA",51,20210126,"stable",29.565,5.216,0.966,3.091,3.16,0.326,0.068,0.011,0,0,0,0,0,0,0,0,0,0,0,0,11.909,14.909,17.909
"71457","VA",51,20210127,"stable",0.34,8.044,1.169,4.607,4.638,1.166,0.448,0.256,0.119,0.008,0,0,0,0,0,0,0,0,0,0,10.401,13.393,16.393
"71458","VA",51,20210128,"stable",4.502,8.369,-2.375,2.997,3.548,0.909,0.174,0.046,0.005,0,0,0,0,0,0,0,0,0,0,0,12.003,15.003,18.003
"71459","VA",51,20210129,"stable",0.04,1.034,-7.318,-3.142,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.142,21.142,24.142
"71460","VA",51,20210130,"stable",0.001,0.974,-8.703,-3.864,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.864,21.864,24.864
"71461","VA",51,20210131,"stable",7.276,3.581,-8.011,-2.215,0.898,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.215,20.215,23.215
"71462","VT",50,20210101,"stable",0.004,1.375,-7.078,-2.852,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.852,20.852,23.852
"71463","VT",50,20210102,"stable",12.915,-0.644,-5.872,-3.258,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.258,21.258,24.258
"71464","VT",50,20210103,"stable",4.18,0.7,-4.764,-2.032,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.032,20.032,23.032
"71465","VT",50,20210104,"stable",3.052,-2.005,-4.506,-3.256,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.256,21.256,24.256
"71466","VT",50,20210105,"stable",0.113,1.478,-3.775,-1.149,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.149,19.149,22.149
"71467","VT",50,20210106,"stable",0.254,-1.043,-5.115,-3.079,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.079,21.079,24.079
"71468","VT",50,20210107,"stable",0.002,-2.653,-7.324,-4.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.989,22.989,25.989
"71469","VT",50,20210108,"stable",0,-2.814,-8.208,-5.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.511,23.511,26.511
"71470","VT",50,20210109,"stable",0,-3.826,-11.096,-7.461,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.461,25.461,28.461
"71471","VT",50,20210110,"stable",0,-2.85,-9.471,-6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16,24.16,27.16
"71472","VT",50,20210111,"stable",0,-2.116,-12.267,-7.192,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.192,25.192,28.192
"71473","VT",50,20210112,"stable",0.776,-3.019,-10.487,-6.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.753,24.753,27.753
"71474","VT",50,20210113,"stable",0.08,-0.21,-5.041,-2.625,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.625,20.625,23.625
